IOC, Valid From, Valid Until, Link
chromewebstore-noreply@chromeforextension.com,2024-12-01T00:00:00Z,2025-05-30T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--8098a712-35e8-45f1-88c7-f9706cf2720b
chromewebstore-noreply@supportchromestore.com,2024-12-01T00:00:00Z,2025-05-30T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--b7e9377b-0999-4f42-ab93-8380b953e3a7
tinamind.info,2024-12-12T00:00:00Z,2025-06-10T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--575bfdff-4b8d-47cb-bd9e-1a1ab722ed21
bardaiforchrome.live,2024-07-29T00:00:00Z,2025-01-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--a79de6fe-8917-4c28-818c-f9962c02cc31
supportchromestore.com,2024-12-04T00:00:00Z,2025-06-02T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--f95e50b0-2e60-40b2-8e6e-98784cdf00d0
openaigptforgg.site,2024-01-16T00:00:00Z,2024-07-14T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--d7c3d1b2-435e-40c9-a619-04c1f29cf98c
bookmarkfc.info,2024-12-25T00:00:00Z,2025-06-24T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--dde28a5f-d120-4116-bd2b-ca5c6ff27ca7
linewizeconnect.com,2024-10-14T00:00:00Z,2025-04-12T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--8f59cb39-2ecd-412c-9d0f-8b87c9b90459
searchcopilot.co,2024-07-17T00:00:00Z,2025-01-13T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--15bb56df-2353-48a0-acce-112e37e05e5f
checkpolicy.site,2024-11-20T00:00:00Z,2025-05-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--441a5d23-184f-4649-9497-81a748c0f555
