tlp,id,type,name,pattern,pattern_type,created,modified,first_seen,last_seen,valid_from,valid_until,confidence,kill_chain,sources
white,indicator--5483d5be-1ed1-409a-8ce0-e0c0f45a874d,indicator,81.232.51.161,[ipv4-addr:value = '81.232.51.161'],stix,2021-07-27T15:50:58.399974Z,2021-11-09T14:18:23.733122Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--55a63269-c4bb-4767-847b-90b9378769aa,indicator,50.71.100.164,[ipv4-addr:value = '50.71.100.164'],stix,2021-07-27T15:50:58.399651Z,2021-11-09T14:18:23.732493Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--5a05ed53-96af-4bb4-b746-fcb0b471aa86,indicator,info.miksupport.com,[domain-name:value = 'info.miksupport.com'],stix,2021-07-27T15:47:18.224184Z,2021-11-09T14:18:23.731588Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--6097c260-5fba-4f37-9e1b-c72ca36026c5,indicator,185.129.252.187,[ipv4-addr:value = '185.129.252.187'],stix,2021-07-27T15:50:58.399351Z,2021-11-09T14:18:23.732069Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--60b25e4c-3ca2-473e-be58-27acf3b5bbc0,indicator,support.deviceupdatecheck.com,[domain-name:value = 'support.deviceupdatecheck.com'],stix,2021-07-27T15:47:18.224194Z,2021-11-09T14:18:23.731609Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--61c46a2d-7cc9-4716-b899-800b0339c017,indicator,86.4.247.233,[ipv4-addr:value = '86.4.247.233'],stix,2021-07-27T15:50:58.399925Z,2021-11-09T14:18:23.733017Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--61e26465-07ee-4f35-a5d3-233facb24216,indicator,api.tfhjugo.com,[domain-name:value = 'api.tfhjugo.com'],stix,2021-07-27T15:47:18.224214Z,2021-11-09T14:18:23.731652Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--62da696a-34a3-4e45-a44f-c9d4ce2c2c38,indicator,108.54.184.30,[ipv4-addr:value = '108.54.184.30'],stix,2021-07-27T15:50:58.399642Z,2021-11-09T14:18:23.732472Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--63995a09-5635-4fac-8aa7-e7481078e76f,indicator,netgear-update.com,[domain-name:value = 'netgear-update.com'],stix,2021-07-27T15:47:18.224174Z,2021-11-09T14:18:23.731567Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--678f36c6-736a-4d6e-a4c2-e3ac8ed9872b,indicator,status.veritasdiag.com,[domain-name:value = 'status.veritasdiag.com'],stix,2021-07-27T15:47:18.223991Z,2021-11-09T14:18:23.731123Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--72067de6-79d5-4511-82c1-58e238d059ea,indicator,remotetimecheck.com,[domain-name:value = 'remotetimecheck.com'],stix,2021-07-27T15:47:18.224234Z,2021-11-09T14:18:23.731694Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--726a66d3-e177-4d07-afb9-6764f3e48fb9,indicator,www.fdexcute.com,[domain-name:value = 'www.fdexcute.com'],stix,2021-07-27T15:47:18.224012Z,2021-11-09T14:18:23.731165Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--727ef2d4-6ddf-4224-b817-2f76e270c2e0,indicator,82.136.76.142,[ipv4-addr:value = '82.136.76.142'],stix,2021-07-27T15:50:58.399475Z,2021-11-09T14:18:23.732132Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--73b8ba56-d5ed-4e01-b1eb-e994b42f3397,indicator,www.fwcheck.com,[domain-name:value = 'www.fwcheck.com'],stix,2021-07-27T15:47:18.224305Z,2021-11-09T14:18:23.732006Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--7767e9b2-870f-46de-a958-f16cab92d243,indicator,85.226.191.68,[ipv4-addr:value = '85.226.191.68'],stix,2021-07-27T15:50:58.399854Z,2021-11-09T14:18:23.732892Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--7bdb6bae-d8ae-4cac-8eb0-54fda4828240,indicator,0d71876ba535cde68c21aa9b3bb063d1,[file:hashes.MD5 = '0d71876ba535cde68c21aa9b3bb063d1'],stix,2021-11-08T12:41:22.437067Z,2021-11-09T14:18:23.67028Z,,,2021-11-08T00:00:00Z,2026-11-07T00:00:00Z,100,"actions-on-objectives (lockheed-martin-cyber-kill-chain), installation (lockheed-martin-cyber-kill-chain), execution (mitre-attack), impact (mitre-attack), lateral-movement (mitre-attack), discovery (mitre-attack), collection (mitre-attack)",SEKOIA
white,indicator--7cc71244-bd6c-4eb2-ace0-ce647c852fc5,indicator,45.147.229.194,[ipv4-addr:value = '45.147.229.194'],stix,2021-07-27T15:50:58.399904Z,2021-11-09T14:18:23.732976Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--7ec94324-4f64-4c88-919d-20dd5caf9403,indicator,73.229.137.54,[ipv4-addr:value = '73.229.137.54'],stix,2021-07-27T15:50:58.399835Z,2021-11-09T14:18:23.732851Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--810fe5f8-fa7f-4682-9d5b-550dd43cabb6,indicator,90.224.137.58,[ipv4-addr:value = '90.224.137.58'],stix,2021-07-27T15:50:58.399824Z,2021-11-09T14:18:23.73283Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--82db8426-4515-43f2-aacb-1074188381db,indicator,www.veritasdiag.com,[domain-name:value = 'www.veritasdiag.com'],stix,2021-07-27T15:47:18.224063Z,2021-11-09T14:18:23.731299Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--859f4fb5-17d1-43df-ad75-fdd209d06edb,indicator,189.121.150.254,[ipv4-addr:value = '189.121.150.254'],stix,2021-07-22T08:36:53.315855Z,2021-11-09T14:18:23.733101Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)","www.cert.ssi.gouv.fr, SEKOIA"
white,indicator--8862d1c5-e1b5-441e-bed3-4abd8300e163,indicator,www.deviceupdatecheck.com,[domain-name:value = 'www.deviceupdatecheck.com'],stix,2021-07-27T15:47:18.223935Z,2021-11-09T14:18:23.731002Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--8b28e799-3833-46fa-a4b3-d16f176d1ccb,indicator,89.31.225.131,[ipv4-addr:value = '89.31.225.131'],stix,2021-07-27T15:50:58.399914Z,2021-11-09T14:18:23.732996Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--8e0363b5-3d74-4a21-b1b4-5d511dc49c69,indicator,81.83.4.48,[ipv4-addr:value = '81.83.4.48'],stix,2021-07-27T15:50:58.399549Z,2021-11-09T14:18:23.732257Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--8e51f7fe-bef5-4118-9024-3cd8a6e9ddc3,indicator,93.240.145.166,[ipv4-addr:value = '93.240.145.166'],stix,2021-07-27T15:50:58.399569Z,2021-11-09T14:18:23.732299Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--8f4728a7-f6fd-4af3-8f85-20fe4e39c6a0,indicator,0388fdc96c45c2fc37d7ef9ff3a00e80960bd4b0670f2e88ce72a06b48906f95,[file:hashes.MD5 = '362057b23605d83130bdeac749d404f2' OR file:hashes.'SHA-1' = 'f80aad6adb3562c2afc68e6a443b9323c8b6aa9a' OR file:hashes.'SHA-256' = '0388fdc96c45c2fc37d7ef9ff3a00e80960bd4b0670f2e88ce72a06b48906f95' OR file:hashes.'SHA-512' = '849f0c8d530ab7815e74a64b6837f43cee02112b1fd315459fdaa820e15a8ce1b8e2fca6284729b1712fa901c7c037fe4d3211d0553da3e8613e3ed9fb75e569'],stix,2021-09-08T09:48:38.333857Z,2021-11-09T14:18:23.730906Z,,,2021-09-08T00:00:00Z,2026-11-07T00:00:00Z,100,"actions-on-objectives (lockheed-martin-cyber-kill-chain), installation (lockheed-martin-cyber-kill-chain)","tria.ge, SEKOIA"
white,indicator--90243583-d3e2-45a7-9760-aa64d78a9bc2,indicator,58.96.237.98,[ipv4-addr:value = '58.96.237.98'],stix,2021-07-27T15:50:58.399722Z,2021-11-09T14:18:23.732618Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--926a8ad3-c0c1-48e8-82d5-930a92f69ad1,indicator,82.127.26.151,[ipv4-addr:value = '82.127.26.151'],stix,2021-07-27T15:50:58.399702Z,2021-11-09T14:18:23.732598Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--9385f571-dadc-49fc-8bda-ae3ac6b163ee,indicator,dc30a177a104717d652a49887851f033,[file:hashes.MD5 = 'dc30a177a104717d652a49887851f033'],stix,2021-11-08T12:41:22.437084Z,2021-11-09T14:18:23.670257Z,,,2021-11-08T00:00:00Z,2026-11-07T00:00:00Z,100,"actions-on-objectives (lockheed-martin-cyber-kill-chain), installation (lockheed-martin-cyber-kill-chain), execution (mitre-attack), lateral-movement (mitre-attack), discovery (mitre-attack), collection (mitre-attack), impact (mitre-attack)",SEKOIA
white,indicator--9effcd54-f094-43fc-aeb1-0ef3bb6bd8bb,indicator,185.89.55.24,[ipv4-addr:value = '185.89.55.24'],stix,2021-07-27T15:50:58.399538Z,2021-11-09T14:18:23.732236Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--9f9be06b-5de3-404c-8716-31669d6e034d,indicator,84.23.132.127,[ipv4-addr:value = '84.23.132.127'],stix,2021-07-27T15:50:58.399804Z,2021-11-09T14:18:23.732788Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--a0f70122-5d90-48fc-ab81-6cff4bbbe80b,indicator,www.deviceupdatesupport.com,[domain-name:value = 'www.deviceupdatesupport.com'],stix,2021-07-27T15:47:18.224285Z,2021-11-09T14:18:23.731964Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--a24c79cb-d189-41b7-802f-afa09968c977,indicator,5.252.176.102,[ipv4-addr:value = '5.252.176.102'],stix,2021-11-09T10:24:28.687382Z,2021-11-09T14:18:23.670377Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
white,indicator--a35079f4-9748-40a0-8994-16c4e72898e3,indicator,96.89.114.192,[ipv4-addr:value = '96.89.114.192'],stix,2021-07-27T15:50:58.399732Z,2021-11-09T14:18:23.732639Z,,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,100,"command-and-control (lockheed-martin-cyber-kill-chain), command-and-control (mitre-attack)",SEKOIA
